Date12[DDMMYYYYhhmm],Simulation_Period,Run,IDpoint,Tair[C],snow_depth[mm],snow_water_equivalent[mm],SWin[W/m2],Psnow_over_canopy[mm],Prain_over_canopy[mm]
06/01/2017 11:00,3,1,1,-17.953780,33.244307,5.315542,31.692525,0.002145,0.000000
06/01/2017 12:00,3,1,1,-17.894150,33.154019,5.301625,37.471491,0.003875,0.000000
06/01/2017 13:00,3,1,1,-18.096680,33.067041,5.287763,37.969981,0.005800,0.000000
06/01/2017 14:00,3,1,1,-18.783750,33.024305,5.278587,33.144399,0.011700,0.000000
06/01/2017 15:00,3,1,1,-18.468250,33.055984,5.277765,23.445789,0.018185,0.000000
06/01/2017 16:00,3,1,1,-18.189320,33.110403,5.279365,10.291663,0.017780,0.000000
06/01/2017 17:00,3,1,1,-17.924700,33.145569,5.279147,0.995693,0.014210,0.000000
06/01/2017 18:00,3,1,1,-17.619920,33.168713,5.278016,0.000000,0.013905,0.000000
06/01/2017 19:00,3,1,1,-17.487990,33.215704,5.280367,0.000000,0.018915,0.000000
06/01/2017 20:00,3,1,1,-16.838900,33.252292,5.283145,0.000000,0.021830,0.000000
06/01/2017 21:00,3,1,1,-16.953220,33.222617,5.278075,0.000000,0.018825,0.000000
06/01/2017 22:00,3,1,1,-16.192810,33.145305,5.267539,0.000000,0.016660,0.000000
06/01/2017 23:00,3,1,1,-16.915950,32.976108,5.243752,0.000000,0.010640,0.000000
07/01/2017 00:00,3,1,1,-18.688020,32.763166,5.212446,0.000000,0.003575,0.000000
07/01/2017 01:00,3,1,1,-20.033080,32.546779,5.180265,0.000000,0.001825,0.000000
07/01/2017 02:00,3,1,1,-21.232970,32.353976,5.151573,0.000000,0.001090,0.000000
07/01/2017 03:00,3,1,1,-21.645630,32.180579,5.125824,0.000000,0.000735,0.000000
07/01/2017 04:00,3,1,1,-22.502010,32.018794,5.101822,0.000000,0.000355,0.000000
07/01/2017 05:00,3,1,1,-25.012890,31.865643,5.079106,0.000000,0.000050,0.000000
07/01/2017 06:00,3,1,1,-25.153640,31.718217,5.057269,0.000000,0.000340,0.000000
07/01/2017 07:00,3,1,1,-25.248520,31.571211,5.035443,0.000000,0.000000,0.000000
07/01/2017 08:00,3,1,1,-26.117920,31.428903,5.014321,0.561106,0.000000,0.000000
07/01/2017 09:00,3,1,1,-26.297380,31.288194,4.993420,8.024393,0.000000,0.000000
